DATE SP500 Lo30 Med40 Hi30 Lo20 Qnt2 Qnt3 Qnt4 Hi20 Lo10 Dec02 Dec03 Dec04 Dec05 Dec06 Dec07 Dec08 Dec09 Hi10
199410 0.023276737 0.0216 0.022 -0.0018 0.0279 0.0055 0.0232 0.0188 -0.002 0.032 0.0226 0.0034 0.0089 0.0178 0.0277 0.0296 -0.0014 -0.0029 -0.0002
199411 -0.037154478 -0.0303 -0.0435 -0.0314 -0.0242 -0.0454 -0.044 -0.0386 -0.0334 -0.0191 -0.0311 -0.0478 -0.0414 -0.0459 -0.0424 -0.0442 -0.028 -0.0324 -0.0355
199412 0.014745387 0.0132 0.0131 0.0127 0.0105 0.0165 0.0148 0.0108 0.0159 0.003 0.0207 0.021 0.009 0.013 0.0162 0.0128 0.0071 0.0216 0.0037
199501 0.026564227 0.0184 0.0259 0.03 0.0206 0.0147 0.0299 0.0269 0.0272 0.0183 0.0236 0.0119 0.0192 0.0343 0.0262 0.0226 0.035 0.0195 0.0435
199502 0.038306139 0.0398 0.0403 0.0409 0.0355 0.0528 0.0393 0.0368 0.0394 0.0308 0.0417 0.0527 0.0531 0.0351 0.0428 0.0333 0.0435 0.0404 0.0372
199503 0.029483723 0.0293 0.0304 0.0068 0.0272 0.0377 0.0264 0.0246 0.0031 0.0346 0.0177 0.0355 0.0412 0.0232 0.0292 0.0306 0.0132 0.0017 0.0061
199504 0.030356896 0.0198 0.0306 0.0342 0.0204 0.024 0.0293 0.0307 0.037 0.0173 0.0244 0.0182 0.0332 0.0321 0.027 0.0313 0.0294 0.0391 0.0325
199505 0.038643009 0.0329 0.0342 0.0484 0.0326 0.03 0.0332 0.0421 0.0538 0.0279 0.0388 0.0338 0.0239 0.0306 0.0354 0.0438 0.0389 0.0603 0.0398
199506 0.023528496 0.0424 0.0208 0.0168 0.0476 0.0311 0.0125 0.0222 0.0169 0.0525 0.0411 0.0272 0.0373 0.0141 0.0112 0.0251 0.0165 0.0136 0.0241
199507 0.033923478 0.0436 0.0415 0.03 0.0472 0.0325 0.0449 0.0451 0.0235 0.0461 0.0489 0.0351 0.0288 0.04 0.0501 0.0488 0.0403 0.0286 0.0184
199508 0.0017615 0.0023 0.0137 0.0253 -0.0022 0.0158 0.0049 0.0251 0.0292 0.0024 -0.0094 0.013 0.0199 0.0104 -0.0009 0.0297 0.019 0.0344 0.0241
199509 0.042179886 0.046 0.0314 0.0349 0.043 0.0458 0.0243 0.0386 0.0384 0.0429 0.0433 0.0531 0.0351 0.0271 0.0213 0.0455 0.0294 0.0336 0.0432
199510 -0.002960101 -0.0014 -0.0169 -0.0218 -0.0022 -0.0106 -0.008 -0.0261 -0.0202 0.0022 -0.0092 0.0004 -0.027 -0.015 -0.0005 -0.0273 -0.0244 -0.0202 -0.0202
199511 0.043078028 0.0394 0.0505 0.0412 0.047 0.0314 0.0469 0.0579 0.0366 0.0432 0.053 0.0215 0.0468 0.0502 0.0435 0.0647 0.0486 0.0422 0.031
199512 0.019393199 0.0041 0.025 0.0264 -0.0015 0.025 0.0247 0.0172 0.0278 -0.0087 0.0098 0.0176 0.0363 0.0253 0.024 0.0122 0.0241 0.0188 0.0371
199601 0.034484188 0.0278 0.0284 0.025 0.0277 0.0334 0.0229 0.0251 0.0262 0.0225 0.0359 0.0279 0.0415 0.0202 0.0257 0.0266 0.0231 0.0339 0.0185
199602 0.008742112 0.0223 0.0177 0.0018 0.024 0.0138 0.0214 0.0115 0.0045 0.0265 0.02 0.0183 0.0072 0.0225 0.0201 0.0214 -0.0026 0.0124 -0.0036
199603 0.009712332 0.0036 0.0167 0.0217 0.0067 0.0038 0.0159 0.0287 0.011 0.0083 0.0043 -0.0037 0.0147 0.025 0.0059 0.0213 0.0397 0.0073 0.015
199604 0.015383303 0.0344 0.0159 0 0.0313 0.0316 0.0149 0.012 -0.0027 0.0415 0.0152 0.0418 0.0171 0.0148 0.015 0.0172 0.0044 -0.0072 0.0017
199605 0.02477942 0.0401 0.013 0.0229 0.0414 0.0285 0.0094 0.0224 0.0193 0.045 0.0356 0.0369 0.0163 0.0017 0.0177 0.0181 0.0286 0.0132 0.0252
199606 0.004139781 -0.0058 -0.0042 -0.004 -0.0093 0.0016 -0.0061 -0.009 0.003 -0.0073 -0.0128 0.0025 0.0002 -0.0031 -0.0092 -0.0048 -0.015 0.0115 -0.0053
199607 -0.043809458 -0.0623 -0.0401 -0.0525 -0.0654 -0.0499 -0.0415 -0.0342 -0.0576 -0.0624 -0.0697 -0.0525 -0.0463 -0.0512 -0.0287 -0.0254 -0.0445 -0.0593 -0.0557
199608 0.021126713 0.0244 0.0395 0.0365 0.0281 0.025 0.0415 0.0341 0.0364 0.0373 0.0153 0.0133 0.0407 0.0394 0.0442 0.0318 0.0367 0.0401 0.0322
199609 0.056166237 0.0663 0.0443 0.0187 0.0694 0.0524 0.0456 0.0292 0.0177 0.0799 0.0544 0.0568 0.0468 0.0333 0.0614 0.0366 0.0202 0.0232 0.0115
199610 0.027571207 0.0023 0.0311 0.0353 -0.0038 0.019 0.0391 0.0368 0.0324 -0.007 0.0009 0.0215 0.0157 0.0357 0.0433 0.0343 0.0399 0.0278 0.0375
199611 0.075517202 0.0684 0.0755 0.054 0.0688 0.066 0.0832 0.0632 0.0544 0.0618 0.0791 0.0671 0.0645 0.0662 0.1044 0.0712 0.0534 0.0467 0.0629
199612 -0.019814258 -0.0157 -0.0095 -0.0044 -0.0161 -0.0122 -0.0135 -0.0031 -0.0018 -0.027 -0.0005 -0.0145 -0.0092 -0.005 -0.0233 0.0012 -0.0085 -0.002 -0.0016
199701 0.062437458 0.0646 0.0494 0.0303 0.0697 0.0522 0.0452 0.0436 0.0268 0.0743 0.0633 0.0488 0.0566 0.0444 0.046 0.0496 0.036 0.0255 0.0282
199702 0.007848164 -0.0042 0.0036 0.0192 -0.0057 -0.0002 -0.0006 0.0189 0.0225 -0.0133 0.0051 0.0005 -0.001 -0.0053 0.0049 0.0227 0.0142 0.0214 0.0237
199703 -0.041008015 -0.0571 -0.0267 -0.0396 -0.0601 -0.0419 -0.0184 -0.04 -0.0372 -0.0684 -0.0484 -0.0478 -0.034 0.0047 -0.0451 -0.0374 -0.0434 -0.0328 -0.0421
199704 0.059647055 0.0606 0.0403 0.0133 0.0636 0.0413 0.0442 0.0337 0.0122 0.0844 0.0351 0.0512 0.0288 0.0334 0.0574 0.0481 0.015 0.0042 0.0212
199705 0.060835539 0.0752 0.0628 0.0626 0.0752 0.0746 0.0571 0.0631 0.0607 0.086 0.0595 0.0752 0.0738 0.0564 0.058 0.0613 0.0656 0.0671 0.0536
199706 0.04477309 0.0412 0.0476 0.0346 0.0401 0.0478 0.0446 0.044 0.0329 0.0511 0.0239 0.0446 0.052 0.0324 0.0594 0.0489 0.0373 0.0405 0.0244
199707 0.079524042 0.0756 0.0844 0.0664 0.0758 0.084 0.0833 0.0679 0.0653 0.073 0.0802 0.0749 0.0924 0.0847 0.0806 0.0678 0.0681 0.0655 0.0651
199708 -0.055978618 -0.0515 -0.028 -0.014 -0.0572 -0.0263 -0.03 -0.028 -0.009 -0.0598 -0.0531 -0.0302 -0.0228 -0.0349 -0.0206 -0.034 -0.0219 -0.0116 -0.0065
199709 0.054732027 0.0536 0.0623 0.0597 0.0519 0.0588 0.0611 0.069 0.0601 0.0513 0.0529 0.0598 0.058 0.0565 0.0699 0.0789 0.059 0.0549 0.0649
199710 -0.033358584 -0.0364 -0.0316 -0.0261 -0.0318 -0.0473 -0.031 -0.0167 -0.0253 -0.0249 -0.0426 -0.0531 -0.0421 -0.0287 -0.0355 -0.0062 -0.0275 -0.0376 -0.014
199711 0.046259794 0.0428 0.0287 0.0277 0.0408 0.0499 0.015 0.0278 0.0251 0.0347 0.0505 0.0503 0.0495 0.0061 0.0323 0.0241 0.0318 0.0297 0.021
199712 0.017165514 0.0077 0.0276 0.0396 0.0055 0.0215 0.0248 0.0332 0.0482 0.0027 0.0098 0.0158 0.0265 0.0185 0.0367 0.0403 0.0257 0.045 0.0512
199801 0.011049591 0.0274 -0.0191 -0.0082 0.0322 -0.0033 -0.0289 -0.0057 -0.0036 0.0442 0.0134 0.0095 -0.0147 -0.0316 -0.0241 0.0037 -0.0159 -0.0153 0.0069
199802 0.072082701 0.0733 0.0779 0.0668 0.0778 0.0617 0.0864 0.0737 0.0654 0.0788 0.0761 0.0566 0.0664 0.0921 0.0761 0.0779 0.0691 0.0484 0.0805
199803 0.0511674 0.0462 0.0541 0.0648 0.045 0.0522 0.0513 0.06 0.0711 0.0434 0.0477 0.0505 0.0537 0.0556 0.0434 0.0652 0.0542 0.0642 0.077
199804 0.01005582 0.011 0.0165 0.0061 0.0101 0.0115 0.0235 0.0105 0.0045 0.0092 0.0115 0.0146 0.0088 0.0286 0.0139 0.0122 0.0087 -0.0035 0.0113
199805 -0.01716483 -0.0293 -0.0244 0.0029 -0.0287 -0.0266 -0.0308 -0.0012 0.0005 -0.0282 -0.0295 -0.0317 -0.0219 -0.0293 -0.0337 -0.0085 0.0071 -0.0318 0.0273
199806 0.040589648 0.0548 0.0167 0.0154 0.0683 0.008 0.0154 0.0183 0.0214 0.0809 0.0479 0.0022 0.0131 0.0181 0.0104 0.03 0.0053 0.0052 0.0348
199807 -0.010621428 -0.0085 -0.037 -0.0432 -0.0104 -0.012 -0.0461 -0.0512 -0.0295 -0.0166 -0.0001 -0.0025 -0.0257 -0.0475 -0.0443 -0.0369 -0.0664 -0.0277 -0.0324
199808 -0.144430564 -0.1507 -0.1743 -0.1236 -0.145 -0.1749 -0.1784 -0.1366 -0.1163 -0.1492 -0.138 -0.1682 -0.1847 -0.1862 -0.169 -0.1369 -0.1363 -0.1348 -0.0862
199809 0.064063806 0.0772 0.0412 0.0545 0.0841 0.0413 0.0522 0.0502 0.0629 0.0931 0.0695 0.0556 0.0198 0.0515 0.053 0.0608 0.0395 0.0682 0.0547
199810 0.081268621 0.0813 0.0735 0.0455 0.0759 0.0978 0.0691 0.0464 0.0411 0.0617 0.0994 0.0992 0.0955 0.0804 0.0559 0.0393 0.0537 0.051 0.0256
199811 0.060583251 0.0721 0.0567 0.0403 0.0772 0.0573 0.0593 0.0393 0.042 0.0856 0.0637 0.0557 0.0599 0.0611 0.0572 0.0413 0.0372 0.0434 0.0399
199812 0.057587034 0.086 0.0202 0.0308 0.0924 0.0451 0.0192 0.0341 0.034 0.0981 0.083 0.0647 0.0122 0.0166 0.0221 0.0435 0.0251 0.0329 0.0356
199901 0.041800965 0.0565 -0.0041 -0.0084 0.0587 0.0243 0.0085 -0.0204 0.0082 0.0754 0.0311 0.0494 -0.0211 0.005 0.0129 -0.0031 -0.0374 -0.0042 0.0269
199902 -0.031074365 -0.0441 -0.0203 -0.03 -0.0532 -0.0171 -0.0122 -0.0266 -0.0367 -0.0485 -0.0611 -0.0133 -0.0245 -0.0079 -0.0174 -0.0355 -0.0177 -0.033 -0.0421
199903 0.039998223 0.0406 0.0322 0.0063 0.0471 0.0151 0.053 0.0171 0.0033 0.0621 0.0212 0.0187 0.0081 0.0438 0.0646 0.0226 0.0116 -0.0088 0.0211
199904 0.038724473 0.0203 0.0952 0.0808 0.0059 0.0825 0.0937 0.0825 0.0742 -0.0141 0.0419 0.07 0.1074 0.1116 0.0715 0.0726 0.0925 0.0794 0.0667
199905 -0.023580341 -0.0241 -0.0052 0.0045 -0.0293 -0.0082 -0.0131 0.017 0.0061 -0.0334 -0.0223 -0.0072 -0.0102 -0.0268 0.0046 0.0325 0.0015 -0.0068 0.025
199906 0.055453051 0.068 0.0302 -0.0011 0.0669 0.0554 0.0384 0.0066 0.001 0.0628 0.0739 0.0716 0.0244 0.052 0.021 0.0176 -0.0048 0.0154 -0.0193
199907 -0.031194498 -0.0305 -0.0318 -0.0224 -0.0306 -0.036 -0.017 -0.029 -0.026 -0.0379 -0.0133 -0.0301 -0.0475 -0.0128 -0.0228 -0.0359 -0.0176 -0.0326 -0.0088
199908 -0.004950629 -0.0036 -0.027 -0.0237 0.0047 -0.0405 -0.0239 -0.0192 -0.0207 0.0249 -0.0424 -0.0413 -0.039 -0.0158 -0.0352 -0.0138 -0.0278 -0.0164 -0.0316
199909 -0.027380132 -0.0185 -0.05 -0.0416 -0.016 -0.0317 -0.0506 -0.0616 -0.0431 -0.0189 -0.0085 -0.0307 -0.0337 -0.0419 -0.063 -0.0752 -0.0397 -0.0531 -0.0171
199910 0.06325358 0.0697 0.0488 0.0284 0.0688 0.0791 0.0304 0.0241 0.0268 0.0809 0.0379 0.0738 0.09 0.0186 0.0475 0.0199 0.0306 0.0364 0.0026
199911 0.020326796 0.0443 -0.0204 -0.0075 0.0509 -0.0004 -0.0055 -0.0321 -0.0017 0.051 0.0507 0.0123 -0.0258 -0.0059 -0.0049 -0.043 -0.0152 0.0008 -0.0086
199912 0.058861265 0.0837 0.0189 0.0276 0.0926 0.026 0.0321 0.0199 0.0258 0.1069 0.0543 0.0364 0.0056 0.0331 0.0308 0.0133 0.03 0.0194 0.0441
200001 -0.050236515 -0.0473 -0.0309 -0.0298 -0.049 -0.0389 -0.0199 -0.0394 -0.0211 -0.0537 -0.0356 -0.038 -0.0407 -0.0031 -0.0432 -0.038 -0.0415 -0.0193 -0.0262
200002 -0.018909829 0.0233 -0.0307 -0.0239 0.0319 -0.0248 -0.0306 -0.0342 -0.0236 0.0439 -0.0014 -0.0245 -0.0253 -0.0476 -0.0062 -0.0407 -0.0242 -0.0271 -0.0141
200003 0.097765694 0.0755 0.0972 0.0782 0.075 0.0858 0.0911 0.0994 0.0668 0.0709 0.0871 0.078 0.1015 0.0961 0.0843 0.1032 0.0938 0.0578 0.0919
200004 -0.030075138 -0.0476 -0.0113 0.0195 -0.0508 -0.0339 -0.0089 0.0321 0.0234 -0.0604 -0.0231 -0.0287 -0.0442 -0.0058 -0.0129 0.0438 0.0144 0.0427 -0.0297
200005 -0.020527667 -0.037 0.0087 -0.0118 -0.0423 0.008 -0.004 -0.0071 -0.0227 -0.0402 -0.048 -0.0066 0.0371 0.0114 -0.0233 -0.0133 0.0027 -0.0324 0.0056
200006 0.024657187 0.0537 -0.0404 -0.0212 0.0688 -0.0338 -0.034 -0.0319 -0.031 0.0886 0.0143 -0.0285 -0.0439 -0.0375 -0.0291 -0.0472 -0.0089 -0.042 -0.0012
200007 -0.015620102 -0.032 0.0315 0.0399 -0.0347 0.0099 0.0281 0.0475 0.033 -0.0496 0.0148 -0.0051 0.0293 0.0326 0.0224 0.0444 0.0531 0.042 0.0025
200008 0.062079353 0.0758 0.0808 0.07 0.0771 0.0803 0.0715 0.0575 0.0726 0.082 0.0619 0.0628 0.1021 0.0745 0.0677 0.0535 0.065 0.0798 0.0474
200009 -0.052779901 -0.0618 0.0176 0.0087 -0.0646 -0.0158 0.0129 0.0484 -0.0053 -0.0812 -0.0118 -0.0343 0.0063 0.0174 0.0072 0.0554 0.0358 -0.0013 -0.0196
200010 -0.00424153 -0.0244 0.0069 0.0026 -0.0252 0.0014 -0.0122 0.004 0.0124 -0.0396 0.0171 -0.0165 0.022 0.0236 -0.0587 0.0141 -0.0151 0.0166 -0.0027
200011 -0.078782006 -0.1097 -0.0315 -0.005 -0.1117 -0.0644 -0.0382 -0.0016 -0.0152 -0.1323 -0.0542 -0.0909 -0.0351 -0.0358 -0.0414 -0.0097 0.0141 -0.0119 -0.027
200012 0.00490589 -0.0026 0.0929 0.0694 -0.0125 0.0931 0.0909 0.0926 0.0562 -0.0253 0.0204 0.0915 0.0947 0.1212 0.0491 0.093 0.0919 0.0564 0.0556
200101 0.03545763 0.0402 0.0148 0.0031 0.0383 0.0368 0.0262 -0.0101 0.0125 0.048 0.015 0.0565 0.0155 0.0142 0.0449 -0.009 -0.0123 -0.0035 0.0695
200102 -0.091123052 -0.1163 -0.0046 0.0265 -0.1229 -0.0354 -0.0077 0.02 0.0235 -0.1475 -0.0616 -0.0584 -0.0103 -0.0144 0.0024 0.0139 0.0315 0.0245 0.0197
200103 -0.06331516 -0.0816 -0.0171 -0.016 -0.0873 -0.0249 -0.0156 -0.0264 -0.0083 -0.1049 -0.0475 -0.0345 -0.0148 -0.0061 -0.0296 -0.0252 -0.0287 -0.0092 -0.0048
200104 0.0776486 0.0902 0.0522 0.0524 0.0951 0.0573 0.0411 0.0532 0.0512 0.1104 0.0624 0.0525 0.0623 0.03 0.0577 0.0525 0.0546 0.0505 0.0535
200105 0.006708498 0.0051 0.0222 0.0433 0.0045 0.0216 0.017 0.0194 0.043 -0.0019 0.0189 0.0093 0.0341 0.0264 0.0032 0.0063 0.044 0.0417 0.048
200106 -0.02432992 -0.0178 -0.0098 -0.0093 -0.0169 -0.0228 0 -0.0087 -0.0046 -0.017 -0.0168 -0.0246 -0.021 -0.002 0.0031 -0.0041 -0.017 0.0013 -0.0266
200107 -0.009847928 -0.0203 -0.0169 0.0055 -0.0214 -0.0109 -0.0207 -0.0151 0.0186 -0.0217 -0.0208 -0.0111 -0.0108 -0.0255 -0.0167 -0.0175 -0.0127 -0.0155 0.0677
200108 -0.062538907 -0.0701 -0.038 -0.0536 -0.0733 -0.0424 -0.0397 -0.0324 -0.0594 -0.0798 -0.0609 -0.0435 -0.0414 -0.0349 -0.0437 -0.0196 -0.0451 -0.0551 -0.0652
200109 -0.080745955 -0.0865 -0.0941 -0.0929 -0.0821 -0.1059 -0.0945 -0.0933 -0.098 -0.0764 -0.0929 -0.1221 -0.0914 -0.0936 -0.0952 -0.1007 -0.0857 -0.099 -0.0966
200110 0.01907987 0.0363 0.0125 -0.0202 0.0407 0.0068 0.0107 0.0154 -0.0434 0.0448 0.0327 -0.0003 0.0132 -0.0044 0.0234 0.0185 0.0124 -0.0026 -0.0979
200111 0.076687614 0.083 0.0602 0.0973 0.0812 0.0757 0.0599 0.074 0.1166 0.0871 0.0696 0.0987 0.0552 0.0669 0.0542 0.0759 0.0721 0.0989 0.1421
200112 0.008765633 0.0089 0.0344 0.0276 0.005 0.0314 0.0399 0.0327 0.0372 -0.0051 0.025 0.0433 0.0203 0.0403 0.0396 0.0506 0.0143 0.0354 0.0397
200201 -0.014585221 -0.0099 -0.0162 -0.0064 -0.0098 -0.0168 -0.019 0.0108 -0.0167 -0.0166 0.0034 -0.0109 -0.0225 -0.017 -0.0206 0.0132 0.0082 -0.0255 -0.0044
200202 -0.019289506 -0.0274 -0.0007 -0.0198 -0.0304 0.0036 0.0074 -0.0292 -0.0383 -0.0292 -0.0327 -0.002 0.009 0.0214 -0.0042 -0.0619 0.0055 -0.0199 -0.0629
200203 0.03761351 0.0382 0.0547 0.0632 0.034 0.059 0.0556 0.0705 0.061 0.0238 0.0532 0.0724 0.0463 0.0636 0.0488 0.0749 0.0661 0.0536 0.0714
200204 -0.060601016 -0.0686 -0.0095 -0.0324 -0.0749 -0.021 -0.0015 -0.0043 -0.055 -0.0805 -0.0648 -0.0187 -0.0233 -0.0141 0.0092 -0.0058 -0.0028 -0.063 -0.0438
200205 -0.007341307 -0.0158 -0.0041 -0.0096 -0.0163 -0.0051 -0.0042 -0.0099 -0.0179 -0.0256 0.0007 -0.0122 0.0021 -0.0113 0.0017 -0.0206 0.0008 -0.0062 -0.0337
200206 -0.071205278 -0.0735 -0.0608 -0.0733 -0.0763 -0.0528 -0.067 -0.0473 -0.0998 -0.0669 -0.0929 -0.0525 -0.0531 -0.0598 -0.0729 -0.0539 -0.0408 -0.1025 -0.0959
200207 -0.077931341 -0.0642 -0.0996 -0.1328 -0.06 -0.092 -0.1008 -0.1103 -0.1354 -0.0506 -0.0787 -0.0837 -0.0997 -0.0963 -0.1086 -0.0968 -0.1289 -0.129 -0.1532
200208 0.006546587 0.0022 0.0073 0.0377 0.0009 0.0039 0.0094 0.0239 0.0443 0.0025 -0.0022 0.0081 -0.0002 0.0031 0.0204 0.0214 0.0276 0.0463 0.0386
200209 -0.108582314 -0.106 -0.0995 -0.0948 -0.1052 -0.1116 -0.0929 -0.0842 -0.0976 -0.0964 -0.1233 -0.1097 -0.1134 -0.0904 -0.0972 -0.0798 -0.0905 -0.0802 -0.1479
200210 0.087945246 0.0956 0.0627 0.03 0.1009 0.0757 0.0497 0.0319 0.0436 0.1052 0.0918 0.07 0.0811 0.0345 0.0771 0.0476 0.0094 0.0536 0.0124
200211 0.058789528 0.0544 0.0656 0.08 0.0564 0.057 0.0689 0.0569 0.0884 0.0514 0.0672 0.0444 0.0689 0.071 0.0649 0.0503 0.0669 0.0861 0.0958
200212 -0.058717732 -0.0645 -0.0451 -0.0413 -0.0713 -0.0416 -0.0438 -0.0271 -0.0529 -0.0694 -0.0754 -0.0303 -0.0521 -0.0469 -0.038 -0.0302 -0.0227 -0.0651 -0.0131
200301 -0.026146257 -0.0268 -0.0229 -0.0461 -0.026 -0.0267 -0.0219 -0.0248 -0.0598 -0.0275 -0.0227 -0.0306 -0.023 -0.0249 -0.0163 -0.0248 -0.0248 -0.0588 -0.0626
200302 -0.015026294 -0.0117 -0.0312 -0.0404 -0.0095 -0.0255 -0.036 -0.0293 -0.0457 -0.0021 -0.0253 -0.022 -0.0288 -0.0471 -0.0154 -0.0271 -0.0326 -0.0418 -0.0576
200303 0.009681983 0.0172 0.0014 -0.0025 0.0233 -0.0092 0.0089 0.0113 -0.0197 0.0338 0.0002 -0.0129 -0.0057 0.0114 0.0044 0.0031 0.0231 -0.0254 -0.0017
200304 0.082331581 0.0786 0.0904 0.0954 0.0807 0.0778 0.093 0.0846 0.1114 0.0687 0.1091 0.068 0.087 0.1038 0.0734 0.0931 0.0725 0.1202 0.0845
200305 0.052637089 0.0535 0.0748 0.085 0.0471 0.0791 0.0794 0.0762 0.0853 0.0315 0.0825 0.0863 0.0725 0.0709 0.0952 0.0706 0.0844 0.0848 0.0869
200306 0.012775143 0.0127 0.0151 0.0185 0.0118 0.0203 0.0107 0.0045 0.0271 0.0137 0.0077 0.0168 0.0237 0.0153 0.0024 0.0036 0.0057 0.0192 0.0521
200307 0.017639815 0.0255 0.0229 0.0133 0.0227 0.0357 0.014 0.0151 0.0175 0.0094 0.0487 0.0346 0.0376 0.0129 0.0154 0.0217 0.0093 0.0171 0.0184
200308 0.019463602 0.0197 0.0259 0.0426 0.0216 0.0213 0.0191 0.0346 0.0481 0.0102 0.0429 0.0136 0.0336 0.0262 0.0098 0.0314 0.0373 0.0352 0.0793
200309 -0.010588189 -0.0082 -0.0188 -0.0111 -0.0082 -0.0118 -0.0164 -0.0189 -0.011 -0.0021 -0.0194 -0.008 -0.0179 -0.0214 -0.0097 -0.0276 -0.0112 -0.0172 0.0034
200310 0.05654086 0.0534 0.0761 0.0694 0.0486 0.0724 0.0792 0.0683 0.0658 0.036 0.0719 0.0689 0.0779 0.083 0.0741 0.063 0.0729 0.0523 0.0967
200311 0.008788343 0.0095 0.0203 0.0251 0.0084 0.0176 0.0168 0.0182 0.0354 0.0048 0.0148 0.0131 0.0247 0.0236 0.0079 0.022 0.015 0.0336 0.0396
200312 0.052407862 0.0409 0.0452 0.0601 0.0337 0.0554 0.0452 0.0511 0.0695 0.0353 0.0308 0.0639 0.0421 0.0332 0.0612 0.0514 0.0508 0.0517 0.1082
200401 0.01835114 0.017 0.0243 0.0342 0.0183 0.0177 0.0249 0.0269 0.0358 0.0135 0.0271 0.0128 0.0254 0.0286 0.0199 0.0203 0.0326 0.0467 0.0132
200402 0.013894955 0.012 0.0215 0.0155 0.0087 0.0221 0.0241 0.0095 0.0249 0.0163 -0.0048 0.0225 0.0215 0.0344 0.0105 0.0138 0.0059 0.0384 -0.0039
200403 -0.015084633 -0.0172 -0.0035 -0.0095 -0.0181 -0.0107 -0.0087 0.0034 -0.0112 -0.0149 -0.024 -0.0142 -0.0053 -0.0153 0.0002 0.0163 -0.0077 -0.0164 0.0004
200404 -0.01567736 -0.0088 -0.032 -0.0253 -0.0042 -0.0247 -0.0324 -0.0326 -0.0239 0.0093 -0.0286 -0.0227 -0.0277 -0.0266 -0.0394 -0.0395 -0.0267 -0.0269 -0.0173
200405 0.013695475 0.0143 0.0081 0.0112 0.0171 0.0107 0.0044 0.0036 0.0136 0.0108 0.0289 0.0057 0.0185 0.0016 0.0078 -0.0025 0.0087 0.0152 0.01
200406 0.019439091 0.0132 0.0254 0.0317 0.0121 0.0231 0.0189 0.025 0.0411 0.0085 0.0188 0.0167 0.0331 0.0125 0.0268 0.0288 0.0219 0.0344 0.0558
200407 -0.033093159 -0.0526 -0.0217 -0.0186 -0.0533 -0.0314 -0.0297 -0.02 -0.0171 -0.0651 -0.0318 -0.0494 -0.0161 -0.0211 -0.0399 -0.0189 -0.0215 -0.0129 -0.0246
200408 0.004016447 -0.0031 0.0075 0.006 -0.007 0.0118 0.0067 0.0047 0.0038 -0.0127 0.003 0.0125 0.0113 0.0134 -0.0012 0.0008 0.0101 0.0103 -0.0079
200409 0.010821923 0.0079 0.0254 0.0304 0.0071 0.0169 0.0365 0.0209 0.0297 0.0067 0.0077 0.0113 0.0216 0.0374 0.0354 0.013 0.0318 0.0268 0.035
200410 0.015277504 0.0188 0.0101 0.0177 0.0169 0.0141 0.0213 0.003 0.0249 0.0164 0.0179 0.0261 0.0042 0.0269 0.0145 0.0017 0.0046 0.023 0.0288
200411 0.040448593 0.0384 0.0569 0.0615 0.0318 0.0583 0.0572 0.0588 0.0667 0.0313 0.0326 0.0641 0.0533 0.0626 0.0506 0.0639 0.0519 0.0623 0.0757
200412 0.034017993 0.0405 0.0255 0.0373 0.0388 0.0351 0.0205 0.0368 0.0378 0.0423 0.0328 0.0471 0.0246 0.0129 0.0299 0.0371 0.0364 0.0369 0.0396
200501 -0.024374546 -0.032 -0.0196 -0.0139 -0.0349 -0.0204 -0.0144 -0.0233 -0.0132 -0.0342 -0.0362 -0.0209 -0.0198 -0.0086 -0.0213 -0.0291 -0.0152 -0.013 -0.0135
200502 0.021032448 0.008 0.0404 0.0327 0.0065 0.0363 0.0339 0.0188 0.0397 0.005 0.0092 0.0134 0.0564 0.0387 0.028 0.0185 0.0192 0.0369 0.0453
200503 -0.017689432 -0.014 -0.0277 -0.0027 -0.0129 -0.0315 -0.0163 -0.0131 0.0004 -0.0142 -0.0107 -0.0183 -0.0426 -0.0221 -0.009 -0.0163 -0.0088 0.0043 -0.0078
200504 -0.018956623 -0.0169 -0.0327 -0.0289 -0.0163 -0.026 -0.0423 -0.0196 -0.0307 -0.0102 -0.0271 -0.0191 -0.032 -0.0495 -0.0335 -0.0154 -0.0253 -0.0244 -0.0441
200505 0.031790638 0.0416 0.0336 0.0363 0.0436 0.0329 0.0402 0.027 0.0389 0.0452 0.0409 0.0337 0.0322 0.0366 0.0446 0.0239 0.0313 0.0363 0.0444
200506 0.001432648 -0.0076 0.0226 0.0295 -0.0106 0.0132 0.0232 0.0259 0.03 -0.0126 -0.0071 0.0038 0.0213 0.0216 0.0252 0.024 0.0285 0.0263 0.0383
200507 0.03717274 0.0479 0.0303 0.0446 0.0495 0.029 0.0384 0.0374 0.0515 0.0413 0.0605 0.0429 0.0166 0.05 0.0302 0.0396 0.0351 0.0501 0.0544
200508 -0.009119415 -0.0175 -0.0021 -0.0011 -0.0183 -0.0075 -0.0022 -0.0089 0.0077 -0.0217 -0.0139 -0.015 -0.0009 0.0025 -0.0056 -0.0045 -0.0135 0.0219 -0.0218
200509 0.008095351 -0.0013 0.0161 0.0187 -0.0029 0.0129 0.0107 0.0151 0.0238 0.0056 -0.014 0.0038 0.0209 0.0164 0.0066 0.0186 0.0113 0.0326 0.0046
200510 -0.016679552 -0.006 -0.0271 -0.0278 -0.0075 -0.0252 -0.0137 -0.0121 -0.0437 -0.0058 -0.0098 -0.0011 -0.0462 -0.0364 0.0033 -0.019 -0.0047 -0.0442 -0.0426
