DATE SP500 Lo30 Med40 Hi30 Lo20 Qnt2 Qnt3 Qnt4 Hi20 Lo10 Dec02 Dec03 Dec04 Dec05 Dec06 Dec07 Dec08 Dec09 Hi10
197210 0.011849832 0.0038 0.02 0.0127 0.0057 0.0053 0.0178 0.021 -0.0004 0.0051 0.0076 -0.0048 0.0214 0.0019 0.0299 0.0232 0.0196 0.0067 -0.0084
197211 0.048127014 0.0298 0.0644 0.0926 0.0206 0.0649 0.0677 0.0768 0.1099 0.0114 0.0465 0.0707 0.056 0.0727 0.064 0.0655 0.0838 0.0959 0.1256
197212 0.014228076 0.0251 -0.0079 -0.008 0.0329 -0.0051 -0.0076 -0.0043 -0.029 0.0362 0.0238 -0.0083 0 -0.0198 0.0014 -0.0161 0.0029 -0.0269 -0.0312
197301 -0.014908845 -0.028 -0.0248 -0.0171 -0.0227 -0.0485 -0.0269 -0.0034 -0.0419 -0.0111 -0.0547 -0.0513 -0.0441 -0.0581 -0.0042 -0.0012 -0.0046 -0.0394 -0.0445
197302 -0.035249557 -0.0326 -0.052 -0.0499 -0.0302 -0.0451 -0.0526 -0.055 -0.0395 -0.0232 -0.0502 -0.0436 -0.0474 -0.0552 -0.0508 -0.0551 -0.055 -0.0417 -0.0371
197303 0.000895383 -0.0141 0.0019 0.0093 -0.0123 -0.0185 0.0049 0.0099 0.0067 -0.0125 -0.0118 -0.0226 -0.0122 -0.0161 0.0193 0.0089 0.0105 -0.0082 0.0231
197304 -0.038289128 -0.0626 -0.0283 -0.0184 -0.065 -0.0467 -0.0267 -0.0133 -0.0385 -0.064 -0.068 -0.0514 -0.0394 -0.0452 -0.0144 -0.0213 -0.0085 -0.0317 -0.0459
197305 -0.016266143 -0.0119 -0.0256 -0.0379 -0.0064 -0.0307 -0.019 -0.0332 -0.0612 0.0009 -0.0281 -0.0373 -0.0207 -0.0225 -0.0167 -0.0442 -0.0268 -0.0577 -0.065
197306 -0.003906646 -0.0103 -0.0059 -0.0107 -0.0084 -0.0116 -0.0041 -0.0082 -0.0252 -0.0027 -0.0261 -0.0193 -0.0001 -0.0214 0.0069 -0.0154 -0.004 -0.0232 -0.0274
197307 0.040667482 0.0695 0.0286 0.0588 0.0697 0.0713 0.0169 0.0278 0.0691 0.0572 0.1075 0.0686 0.0755 0.0213 0.0105 0.016 0.048 0.0707 0.067
197308 -0.034097084 -0.0341 -0.0313 -0.0157 -0.0353 -0.0263 -0.0362 -0.0276 -0.0064 -0.0373 -0.0294 -0.0287 -0.0227 -0.0332 -0.0405 -0.0287 -0.0257 -0.0085 -0.0036
197309 0.042781704 0.0269 0.0912 0.089 0.0144 0.0892 0.0921 0.0868 0.091 -0.0075 0.0771 0.0855 0.0948 0.0872 0.0991 0.0868 0.0867 0.0869 0.0966
197310 0.001660063 -0.004 -0.0017 0.0009 -0.0016 -0.0057 0.0048 -0.0219 0.0216 0 -0.0059 -0.0144 0.0075 0.0085 -0.0006 -0.0218 -0.0219 0.0053 0.0436
197311 -0.110905925 -0.1307 -0.1073 -0.1199 -0.1237 -0.1464 -0.1206 -0.0847 -0.125 -0.1167 -0.1424 -0.1617 -0.1237 -0.1116 -0.1337 -0.0671 -0.114 -0.1399 -0.1055
197312 0.01990409 -0.0146 0.0477 0.0441 -0.0195 0.009 0.0628 0.0384 0.0661 -0.0257 -0.0027 0.0086 0.0095 0.0562 0.0726 0.0493 0.0192 0.0525 0.0831
197401 -0.007175765 -0.0065 -0.0018 0.0624 -0.0148 0.0196 -0.0081 0.0302 0.0533 -0.0158 -0.0119 0.0314 0.0029 -0.0179 0.0063 0.0064 0.0732 0.0506 0.0567
197402 -0.000724926 -0.0102 0.0122 0.0208 -0.0141 0.0131 -0.0028 0.0233 0.0334 -0.017 -0.0066 0.0074 0.0213 -0.0034 -0.002 0.0335 0.006 0.038 0.0279
197403 -0.020369887 -0.0169 -0.0327 -0.0219 -0.0159 -0.0302 -0.026 -0.0296 -0.0267 -0.016 -0.0157 -0.0212 -0.0428 -0.0272 -0.0241 -0.0374 -0.0161 -0.0258 -0.0277
197404 -0.035858676 -0.0374 -0.0589 -0.0416 -0.0359 -0.0516 -0.0514 -0.0605 -0.0393 -0.0304 -0.0502 -0.0442 -0.0623 -0.051 -0.052 -0.07 -0.0443 -0.0601 -0.0137
197405 -0.030229198 -0.0187 -0.0536 -0.0628 -0.0123 -0.0528 -0.0577 -0.0426 -0.0761 -0.004 -0.0348 -0.0469 -0.0615 -0.0517 -0.0663 -0.04 -0.0469 -0.0733 -0.0795
197406 -0.011228218 -0.0211 -0.0179 -0.0223 -0.017 -0.0286 -0.0207 -0.0274 -0.003 -0.0171 -0.0167 -0.0397 -0.012 -0.0236 -0.0166 -0.017 -0.0446 -0.011 0.0065
197407 -0.074186076 -0.0933 -0.0439 -0.0282 -0.1065 -0.0421 -0.0353 -0.0323 -0.0288 -0.1196 -0.0689 -0.0264 -0.06 -0.0452 -0.0107 -0.0366 -0.0274 -0.035 -0.0174
197408 -0.08636999 -0.1005 -0.0592 -0.0717 -0.1009 -0.0808 -0.0546 -0.0736 -0.0715 -0.0975 -0.1102 -0.0983 -0.0599 -0.0451 -0.0777 -0.0752 -0.0719 -0.0768 -0.0619
197409 -0.115038134 -0.136 -0.0618 -0.0721 -0.144 -0.0923 -0.0517 -0.0569 -0.0729 -0.1646 -0.0872 -0.0985 -0.0852 -0.0524 -0.05 -0.0439 -0.0711 -0.0668 -0.0838
197410 0.168083124 0.211 0.1084 0.08 0.2203 0.1361 0.1173 0.0965 0.0674 0.2302 0.1952 0.1698 0.0981 0.1235 0.1017 0.0984 0.0942 0.0524 0.0945
197411 -0.048849909 -0.0407 -0.0356 -0.0442 -0.0444 -0.0305 -0.0353 -0.0335 -0.0507 -0.0489 -0.0325 -0.0239 -0.0384 -0.0465 -0.0068 -0.0302 -0.0372 -0.0409 -0.067
197412 -0.015577942 -0.034 -0.0063 -0.0418 -0.0395 -0.0073 -0.0032 -0.0272 -0.0494 -0.045 -0.0254 -0.0091 -0.0052 0.0068 -0.0275 -0.0213 -0.0338 -0.0299 -0.083
197501 0.127187842 0.1103 0.1796 0.2393 0.103 0.1597 0.1685 0.224 0.2517 0.1039 0.1006 0.1426 0.1806 0.1624 0.1843 0.2218 0.2264 0.2246 0.3011
197502 0.063782812 0.0814 0.0283 0.0258 0.0927 0.0301 0.0311 0.029 0.015 0.1129 0.0419 0.0332 0.0265 0.0345 0.0225 0.0219 0.0372 0.0018 0.0376
197503 0.025370622 0.0308 0.0215 0.0753 0.0315 0.0344 0.0034 0.0626 0.0672 0.0341 0.0243 0.0278 0.0423 -0.0077 0.0313 0.0438 0.0838 0.0776 0.0501
197504 0.050983723 0.0572 0.0224 0.0564 0.0571 0.0488 0.0121 0.0475 0.041 0.0485 0.0806 0.0578 0.0381 0.0088 0.0202 0.0247 0.0721 0.037 0.0478
197505 0.047651851 0.0586 0.0597 0.0275 0.0539 0.0778 0.0537 0.031 0.0386 0.0466 0.0734 0.0797 0.0755 0.0556 0.049 0.0452 0.0166 0.0337 0.0466
197506 0.047723461 0.0442 0.0649 0.0724 0.0388 0.0695 0.0575 0.0788 0.0658 0.03 0.0619 0.0685 0.0707 0.0549 0.0636 0.0786 0.079 0.0753 0.0504
197507 -0.064397395 -0.0733 -0.0373 -0.0373 -0.0789 -0.0435 -0.0416 -0.0449 -0.0385 -0.0877 -0.0599 -0.0542 -0.0235 -0.0396 -0.0465 -0.0499 -0.0359 -0.0365 -0.0413
197508 -0.017577582 -0.0233 -0.0204 -0.0403 -0.0236 -0.0235 -0.0248 -0.0095 -0.0505 -0.0298 -0.0106 -0.0222 -0.0257 -0.0243 -0.026 0.0009 -0.0278 -0.0356 -0.0717
197509 -0.031077289 -0.0393 -0.028 -0.0366 -0.0453 -0.0181 -0.0291 -0.0392 -0.0446 -0.046 -0.0439 -0.019 -0.0163 -0.032 -0.0223 -0.0459 -0.0271 -0.0423 -0.0481
197510 0.065339197 0.0632 0.0546 0.0456 0.0681 0.0543 0.0468 0.0549 0.0351 0.0753 0.0532 0.0474 0.0668 0.0427 0.0561 0.0531 0.0579 0.0506 0.012
197511 0.028189545 0.0297 0.034 0.0423 0.0322 0.0254 0.0326 0.0412 0.0412 0.0353 0.0256 0.0213 0.0327 0.0275 0.0443 0.0399 0.0435 0.0392 0.0443
197512 -0.008110513 -0.0181 0.0029 0.0022 -0.0256 0.0065 0.0022 0.0006 0.0056 -0.0283 -0.02 0.0076 0.0046 0.0035 -0.0008 0.0019 -0.0018 0.0055 0.0058
197601 0.121632106 0.1095 0.1508 0.2091 0.1136 0.1082 0.1529 0.1855 0.2276 0.113 0.1151 0.096 0.1298 0.1486 0.1627 0.1843 0.1876 0.2041 0.2633
197602 -0.008427464 -0.0102 0.0261 0.079 -0.0171 0.0212 0.0182 0.0366 0.1036 -0.0307 0.0115 0.0127 0.036 0.012 0.0319 0.0292 0.0497 0.078 0.1402
197603 0.033697701 0.0276 0.0281 0.0204 0.0273 0.0307 0.025 0.0204 0.0271 0.0311 0.0197 0.0287 0.0341 0.0273 0.02 0.0252 0.0121 0.0219 0.034
197604 -0.007784273 -0.0157 0.0006 -0.0135 -0.0215 -0.0006 0.0065 -0.0043 -0.0159 -0.0249 -0.0145 0.0032 -0.0069 0.0116 -0.0046 -0.0008 -0.0105 -0.0195 -0.0111
197605 -0.011117736 -0.0062 -0.0165 -0.0185 -0.0118 0.0002 -0.0098 -0.0257 -0.0176 -0.0155 -0.0044 0.0117 -0.0192 -0.0084 -0.0129 -0.029 -0.0197 -0.0163 -0.0192
197606 0.044220467 0.0444 0.0496 0.0508 0.0442 0.0416 0.0581 0.0562 0.0419 0.0521 0.0282 0.0451 0.0354 0.0537 0.0679 0.0529 0.062 0.043 0.0404
197607 -0.004794895 -0.0119 0.0027 0.0052 -0.0161 0.0016 0.0032 0.0018 0.0145 -0.0147 -0.0194 0.0029 -0.0009 0.0083 -0.0054 0.0064 -0.0034 0.0124 0.0172
197608 -0.001836802 -0.0043 0.0086 -0.0104 -0.0059 0.0017 0.0146 -0.009 -0.0094 -0.0015 -0.0163 0.0012 0.0025 0.0245 -0.0025 -0.007 -0.0113 0.0003 -0.0215
197609 0.025945021 0.0224 0.0306 0.0266 0.0175 0.0377 0.031 0.0334 0.0083 0.0155 0.0223 0.0399 0.0339 0.0278 0.0365 0.0241 0.044 0.0129 0.0025
197610 -0.018624064 -0.0248 -0.012 -0.0291 -0.0253 -0.0214 -0.0084 -0.0229 -0.0302 -0.0295 -0.0152 -0.0232 -0.0181 -0.0035 -0.0168 -0.0184 -0.028 -0.0209 -0.0421
197611 -0.004081663 -0.0054 0.0253 0.0271 -0.0081 0.0117 0.0233 0.0254 0.039 -0.0166 0.0122 0.0038 0.0257 0.0272 0.0165 0.0333 0.0163 0.0402 0.0373
197612 0.056219404 0.0501 0.0695 0.0924 0.0438 0.0752 0.0625 0.0858 0.0934 0.0362 0.0612 0.0714 0.0817 0.0574 0.0717 0.0809 0.0915 0.0887 0.0995
197701 -0.04727334 -0.0598 -0.0115 0.0103 -0.0702 -0.0257 -0.0085 -0.0012 0.0236 -0.079 -0.0504 -0.0252 -0.0267 -0.0121 -0.0022 -0.0006 -0.0019 0.0214 0.0267
197702 -0.018229999 -0.0182 -0.0148 -0.0117 -0.0152 -0.0271 -0.0105 -0.0128 -0.0157 -0.0161 -0.0132 -0.0281 -0.0253 -0.0067 -0.0171 -0.017 -0.0078 -0.0121 -0.0206
197703 -0.010518874 -0.0155 -0.0046 0.0039 -0.0152 -0.0105 -0.0076 -0.0008 0.0124 -0.0151 -0.0152 -0.0165 -0.0004 -0.0109 -0.0017 0.0021 -0.0042 0.0192 0.0033
197704 0.004165708 -0.01 0.0192 0.0365 -0.0184 0.0195 0.0159 0.0335 0.0332 -0.0295 0.0058 0.0177 0.0226 0.0193 0.0099 0.0282 0.0396 0.0404 0.0234
197705 -0.019605773 -0.0173 -0.0005 -0.0072 -0.0208 -0.0074 0.0056 -0.0107 -0.006 -0.0227 -0.0169 -0.0062 -0.0094 0.012 -0.0056 -0.0128 -0.0084 -0.006 -0.006
197706 0.049417404 0.0575 0.0405 0.0565 0.0617 0.0453 0.037 0.0491 0.0604 0.0696 0.0454 0.0443 0.0468 0.0271 0.0548 0.0458 0.0529 0.0577 0.064
197707 -0.012440336 -0.0138 -0.0094 -0.0201 -0.011 -0.0243 -0.0072 -0.0031 -0.023 -0.0088 -0.0144 -0.025 -0.0237 -0.0073 -0.0071 0.0054 -0.0171 -0.0211 -0.0262
197708 -0.017197795 0.0036 -0.032 -0.0251 0.0095 -0.0273 -0.0244 -0.0362 -0.028 0.0171 -0.0031 -0.0199 -0.034 -0.0231 -0.0252 -0.0445 -0.0222 -0.0245 -0.034
197709 0.00144683 -0.0055 0.0112 -0.0026 -0.0047 -0.0033 0.0179 0.0049 -0.0012 -0.0109 0.0057 -0.0084 0.0013 0.008 0.0247 0.0103 -0.004 0.0015 -0.006
197710 -0.038951648 -0.0428 -0.0362 -0.0264 -0.0434 -0.0368 -0.0427 -0.0248 -0.0309 -0.0406 -0.048 -0.0406 -0.0334 -0.0411 -0.0437 -0.0266 -0.0217 -0.0252 -0.0411
197711 0.03162216 0.0429 0.042 0.0595 0.042 0.045 0.0416 0.0428 0.0728 0.0387 0.0475 0.0468 0.0434 0.0563 0.0318 0.0409 0.046 0.0611 0.0937
197712 0.007381676 0.0041 0.0095 0.0129 0.0033 0.0114 0.0115 0.0049 0.0109 0.0102 -0.0082 0.0077 0.0146 0.0058 0.0154 -0.0013 0.0151 0.0121 0.0089
197801 -0.057413159 -0.0629 -0.0537 -0.0261 -0.0611 -0.0673 -0.0497 -0.043 -0.0164 -0.0578 -0.0668 -0.0704 -0.0646 -0.0551 -0.046 -0.0472 -0.0362 -0.0246 -0.0024
197802 -0.020392232 -0.0225 0.0061 -0.0037 -0.0253 -0.0085 0.017 -0.0011 -0.004 -0.0313 -0.0149 -0.011 -0.0063 0.0074 0.0233 0.0003 -0.0033 -0.0062 -0.0005
197803 0.029411746 0.0248 0.0395 0.0508 0.0196 0.0444 0.0388 0.0378 0.0622 0.0105 0.0347 0.0469 0.0422 0.0437 0.0355 0.0373 0.0386 0.0569 0.0709
197804 0.090236474 0.1098 0.0576 0.0697 0.1135 0.083 0.0536 0.0547 0.0701 0.1207 0.1017 0.0945 0.0729 0.0758 0.039 0.0458 0.0692 0.07 0.0703
197805 0.008675036 0.0233 0.0168 0.0343 0.0221 0.025 0.013 0.0191 0.046 0.0253 0.0168 0.0281 0.0224 0.0167 0.0104 0.0175 0.0216 0.0368 0.0608
197806 -0.013163221 -0.0136 -0.0124 -0.0084 -0.0113 -0.0225 -0.0121 -0.0068 -0.0005 -0.0048 -0.0222 -0.0234 -0.0218 -0.0138 -0.011 -0.0001 -0.0173 0.0057 -0.0102
197807 0.058306228 0.069 0.0422 0.0587 0.0727 0.0517 0.0409 0.0482 0.0615 0.0741 0.0704 0.0562 0.0469 0.0524 0.0313 0.0404 0.0556 0.0485 0.0847
197808 0.030095359 0.0401 0.0483 0.0368 0.0391 0.0461 0.0484 0.0389 0.0419 0.0411 0.0358 0.0436 0.0487 0.05 0.0471 0.047 0.0312 0.0396 0.0459
197809 -0.003194889 -0.0249 0.0082 -0.002 -0.0314 -0.0034 0.0136 0.002 -0.0019 -0.035 -0.0254 -0.0026 -0.0043 0.0143 0.0131 0.0062 -0.002 0.0011 -0.0072
197810 -0.087185488 -0.1128 -0.1015 -0.1336 -0.1103 -0.119 -0.091 -0.1129 -0.1572 -0.1011 -0.1253 -0.1212 -0.1167 -0.1039 -0.0799 -0.1185 -0.1075 -0.1405 -0.1861
197811 0.02147078 0.0348 0.0345 0.0333 0.0345 0.0321 0.0385 0.0314 0.0327 0.036 0.0319 0.0361 0.028 0.0412 0.0362 0.0286 0.0341 0.0335 0.0311
197812 0.01964085 0.0289 0.0084 0.0016 0.0323 0.013 0.0074 0.0058 0.0036 0.0493 0.0039 0.0175 0.0081 0.0143 0.0015 0.0125 -0.0006 0.0067 -0.0019
197901 0.044324295 0.0375 0.0537 0.074 0.0334 0.0549 0.0487 0.065 0.0837 0.0248 0.0483 0.0517 0.0583 0.0498 0.0477 0.0663 0.0638 0.0689 0.1109
197902 -0.032122427 -0.0369 -0.0235 -0.0265 -0.0401 -0.0267 -0.0229 -0.0224 -0.0276 -0.0392 -0.0418 -0.0256 -0.028 -0.0311 -0.0159 -0.0193 -0.0253 -0.0239 -0.0341
197903 0.059721621 0.0629 0.0598 0.0778 0.0605 0.0689 0.0551 0.0693 0.0847 0.055 0.0698 0.0715 0.0662 0.0747 0.0384 0.0681 0.0704 0.0741 0.1039
197904 0.006299815 0.0034 0.0086 0.0133 0.0042 0.0094 0.0028 0.015 0.0121 0.0024 0.0073 0.0004 0.0189 0.0086 -0.0024 0.0156 0.0145 0.0146 0.0078
197905 -0.021717847 -0.0191 -0.0122 -0.0084 -0.0205 -0.0117 -0.0126 -0.0093 -0.0124 -0.0197 -0.0219 -0.0144 -0.009 -0.0151 -0.0105 -0.0149 -0.004 -0.0128 -0.0117
197906 0.043399297 0.0336 0.0558 0.0575 0.0294 0.0522 0.0525 0.0661 0.0499 0.0199 0.0455 0.0478 0.0568 0.0656 0.0409 0.0665 0.0658 0.0403 0.0665
197907 0.013409866 0.0076 0.02 0.0301 0.0034 0.021 0.02 0.0189 0.0355 -0.0075 0.0208 0.0191 0.0236 0.0217 0.0185 0.0154 0.0228 0.0311 0.0419
197908 0.057701518 0.0701 0.0564 0.0578 0.0703 0.071 0.0494 0.055 0.0653 0.0663 0.0765 0.0695 0.073 0.0562 0.043 0.0619 0.0477 0.066 0.0642
197909 0.004390779 -0.0062 0.0073 -0.0083 -0.0122 0.0064 0.0101 -0.0029 -0.0066 -0.0158 -0.0066 0.0099 0.0017 0.0129 0.0074 0.0043 -0.0107 -0.0062 -0.0071
197910 -0.064032204 -0.0697 -0.0665 -0.0893 -0.0687 -0.0649 -0.0661 -0.0827 -0.0941 -0.0682 -0.0695 -0.0723 -0.055 -0.067 -0.0653 -0.0828 -0.0826 -0.0783 -0.1174
197911 0.047534833 0.0706 0.0583 0.0466 0.0687 0.0716 0.0505 0.0685 0.0377 0.0719 0.0638 0.0756 0.0665 0.0417 0.0588 0.077 0.0591 0.0483 0.0216
197912 0.021477007 0.0356 0.0153 0.0261 0.032 0.0385 0.0077 0.0164 0.0395 0.024 0.0445 0.045 0.0299 0.0065 0.0089 0.0241 0.0078 0.0277 0.058
198001 0.062164183 0.0524 0.0652 0.0804 0.0465 0.0727 0.0609 0.0612 0.0947 0.0315 0.0695 0.0677 0.0793 0.0801 0.0431 0.0624 0.06 0.0728 0.1282
198002 -8.75968E-05 -0.0275 0.0153 -0.0024 -0.0348 0.0009 0.0221 -0.0072 0.001 -0.0331 -0.0373 -0.0088 0.0137 0.0289 0.0155 -0.0069 -0.0076 0.005 -0.0047
198003 -0.097483664 -0.1028 -0.1132 -0.1395 -0.0924 -0.1237 -0.11 -0.1186 -0.1537 -0.0919 -0.0933 -0.1287 -0.1172 -0.1244 -0.0959 -0.1191 -0.1179 -0.1359 -0.1798
198004 0.046233687 0.0403 0.0572 0.0607 0.0376 0.0435 0.0584 0.0803 0.0452 0.0352 0.0411 0.0473 0.0387 0.0441 0.072 0.0779 0.0831 0.0619 0.0195
198005 0.051462953 0.0597 0.0569 0.0678 0.0573 0.0588 0.0606 0.054 0.0765 0.0576 0.057 0.066 0.0497 0.0673 0.0545 0.0526 0.0556 0.0824 0.067
198006 0.031643296 0.0341 0.0355 0.0276 0.0329 0.0421 0.0261 0.0444 0.023 0.0292 0.0383 0.0371 0.0486 0.0367 0.0161 0.0533 0.0343 0.0203 0.0273
198007 0.069590411 0.0977 0.0573 0.0347 0.1159 0.0668 0.0478 0.0385 0.0573 0.1217 0.1075 0.0633 0.0719 0.0399 0.0589 0.0624 0.0173 0.0395 0.078
198008 0.010109242 0.029 0.0181 0.0207 0.0362 0.0195 0.0189 0.0183 0.0104 0.0427 0.0267 0.0145 0.0267 0.0091 0.0324 0.0069 0.0289 0.0042 0.0174
198009 0.029416589 0.0429 0.0321 -0.0065 0.0401 0.0544 0.0311 -0.0071 0.0033 0.0398 0.0405 0.0487 0.0625 0.0451 0.0123 0.0006 -0.0141 0.0118 -0.0062
198010 0.020245454 0.023 0.0282 -0.0025 0.0172 0.0379 0.0379 -0.0108 0.008 0.0327 -0.0057 0.0346 0.0425 0.0424 0.0318 -0.0107 -0.011 0.0016 0.0152
198011 0.106534906 0.1175 0.1242 0.0446 0.1156 0.1349 0.149 0.0445 0.0265 0.1229 0.1042 0.1214 0.1539 0.1744 0.1139 0.0288 0.0591 0.0369 0.0144
198012 -0.03010244 -0.0256 -0.044 -0.0084 -0.0154 -0.0521 -0.0469 -0.0111 -0.0067 -0.0127 -0.0196 -0.0456 -0.061 -0.0512 -0.0407 -0.0125 -0.0098 -0.0051 -0.0087
198101 -0.04183859 -0.0572 -0.0472 0.0174 -0.0587 -0.0634 -0.049 0.0047 0.0234 -0.0705 -0.0399 -0.0543 -0.076 -0.0632 -0.0285 -0.0039 0.0127 0.0237 0.0231
198102 0.017367822 0.0239 0.014 0.016 0.0237 0.0211 0.0055 0.0243 0.014 0.0146 0.0377 0.0243 0.0165 0.0134 -0.0056 0.0318 0.0176 0.0059 0.0236
198103 0.040070171 0.0425 0.041 0.0565 0.0484 0.0412 0.0226 0.0519 0.0783 0.0472 0.0501 0.0306 0.0565 0.0167 0.031 0.0661 0.0389 0.0589 0.101
198104 -0.019338254 -0.0161 -0.0148 0.0158 -0.0128 -0.0285 -0.0161 0.0206 0.0034 -0.0057 -0.0235 -0.0228 -0.0366 -0.0337 0.009 0.0148 0.0261 0.0032 0.0037
198105 0.002560039 0.0135 -0.0007 0.0295 0.0247 -0.0092 -0.0056 0.0279 0.0221 0.0344 0.0099 -0.0096 -0.0087 -0.0121 0.0032 0.0198 0.0355 0.021 0.0234
198106 -0.006184516 -0.0354 0.0194 0.0019 -0.0492 0.0058 0.0242 0.0035 0.0022 -0.0617 -0.0297 -0.0059 0.0224 0.0171 0.0336 0.0055 0.0016 0.0094 -0.0058
198107 0.002057821 0.008 -0.008 -0.0115 0.0083 0.017 -0.0214 -0.0228 -0.0072 0.0065 0.0101 0.0072 0.03 -0.024 -0.0169 -0.026 -0.019 0.0001 -0.0228
198108 -0.057821609 -0.0722 -0.0554 -0.0285 -0.0706 -0.0667 -0.0544 -0.0525 -0.0191 -0.0918 -0.0503 -0.0758 -0.0548 -0.059 -0.0466 -0.0586 -0.045 -0.0074 -0.0447
198109 -0.049271121 -0.0683 -0.0605 -0.0197 -0.0754 -0.063 -0.0633 -0.0278 -0.0175 -0.086 -0.0656 -0.0516 -0.0771 -0.0674 -0.0566 -0.0312 -0.0238 -0.0032 -0.0496
198110 0.053968041 0.0841 0.0429 0.0463 0.0872 0.0746 0.0388 0.0308 0.0462 0.1145 0.0626 0.077 0.0715 0.0324 0.049 0.0174 0.0466 0.0504 0.0364
198111 0.041184604 0.037 0.0505 0.0423 0.0304 0.0535 0.0458 0.0496 0.0424 0.0073 0.0521 0.0526 0.0548 0.0464 0.0447 0.0562 0.0419 0.0375 0.0543
198112 -0.025643081 -0.0304 -0.025 -0.0232 -0.0288 -0.0306 -0.0301 -0.02 -0.0199 -0.0384 -0.02 -0.0341 -0.026 -0.0303 -0.0299 -0.012 -0.0293 -0.0174 -0.0258
198201 -0.012974248 -0.0222 -0.0362 0.0021 -0.0214 -0.0372 -0.0319 -0.0144 0.006 -0.0374 -0.0071 -0.024 -0.0552 -0.0342 -0.0283 -0.022 -0.0052 0.0134 -0.0115
198202 -0.055897084 -0.0739 -0.0332 -0.0175 -0.0736 -0.0677 -0.0278 -0.012 -0.0222 -0.0906 -0.0587 -0.0745 -0.0582 -0.0282 -0.0272 -0.0148 -0.0088 -0.0308 -0.0013
198203 -0.005216108 -0.0198 -0.0052 0.0187 -0.0326 0.0015 -0.0105 0.0161 0.0179 -0.038 -0.0279 0.0106 -0.0106 -0.0169 -0.0003 0.0127 0.02 0.0185 0.0165
198204 0.045283995 0.0585 0.0377 0.0285 0.0658 0.0431 0.036 0.0356 0.0234 0.0613 0.0695 0.0421 0.0445 0.0323 0.0419 0.0337 0.0377 0.0149 0.0434
198205 -0.034094796 -0.0348 -0.0229 -0.0219 -0.0408 -0.0209 -0.0205 -0.0313 -0.016 -0.0486 -0.0344 -0.0209 -0.0209 -0.0184 -0.0239 -0.0305 -0.0322 -0.0126 -0.0237
198206 -0.015016128 -0.0262 -0.0123 -0.0161 -0.0326 -0.0133 -0.0073 -0.0161 -0.0183 -0.0441 -0.0232 -0.0118 -0.0154 -0.0064 -0.0088 -0.0197 -0.012 -0.0241 -0.0055
198207 -0.017699017 -0.0087 -0.0375 -0.016 -0.0039 -0.0324 -0.0347 -0.0228 -0.0181 -0.0191 0.0115 -0.0198 -0.0488 -0.0335 -0.0358 -0.0325 -0.0146 -0.0173 -0.0198
198208 0.121393208 0.1062 0.1266 0.1268 0.1083 0.1157 0.1216 0.1306 0.1173 0.1127 0.1039 0.1012 0.1353 0.1125 0.1312 0.1271 0.1335 0.1196 0.1126
198209 0.012467607 0.0203 0.0235 0.0064 0.0207 0.0238 0.0272 0.0077 0.011 0.0157 0.0256 0.0194 0.0296 0.0314 0.023 0.0129 0.0032 0.0123 0.0082
198210 0.115097106 0.132 0.1145 0.0994 0.1314 0.1202 0.111 0.1164 0.091 0.1525 0.1105 0.1335 0.103 0.0989 0.1236 0.1295 0.1052 0.0736 0.1284
198211 0.040385926 0.0749 0.031 0.0463 0.0781 0.0517 0.0313 0.0376 0.05 0.09 0.066 0.0672 0.0314 0.0322 0.0303 0.0303 0.0438 0.0371 0.076
198212 0.019272457 0.0116 0.0115 0.0151 0.0177 0.0027 0.0115 0.0042 0.0405 -0.003 0.0393 -0.0036 0.0111 0.017 0.0061 0.0118 -0.0023 0.0388 0.0439
198301 0.037187062 0.0379 0.0359 0.0576 0.0391 0.0359 0.039 0.0541 0.0329 0.0496 0.0286 0.0347 0.0375 0.0267 0.0513 0.0299 0.0751 0.0289 0.0406
198302 0.02291817 0.0375 0.0294 0.0284 0.0329 0.0395 0.0387 0.0193 0.04 0.0345 0.0312 0.0493 0.0266 0.0321 0.0452 0.0177 0.0205 0.0329 0.0536
198303 0.036944441 0.0251 0.0473 0.0344 0.0264 0.0317 0.0452 0.0416 0.0368 0.0206 0.0325 0.0217 0.0452 0.0539 0.0366 0.0524 0.0328 0.0304 0.0486
198304 0.07884419 0.0604 0.0887 0.0719 0.0649 0.0631 0.0845 0.0854 0.0711 0.0562 0.0738 0.049 0.0818 0.0803 0.0887 0.1008 0.0724 0.0563 0.098
198305 -0.008697232 0.0106 0.0087 0.0064 0.0168 0.0043 0.0135 -0.0044 0.0216 0.0307 0.0028 -0.0053 0.0165 -0.0028 0.0298 -0.0048 -0.0041 0.0252 0.0155
198306 0.038918566 0.0534 0.0378 0.0101 0.0582 0.0534 0.0319 0.0124 0.0168 0.0575 0.059 0.0406 0.0693 0.0463 0.018 0.0205 0.0054 0.0024 0.0419
198307 -0.029444936 -0.053 -0.023 -0.0081 -0.0511 -0.0503 -0.0289 -0.0009 -0.0138 -0.052 -0.0496 -0.0589 -0.0372 -0.0268 -0.0318 -0.0024 0.0006 -0.0198 0.0003
198308 0.01500982 -0.0188 0.004 0.0451 -0.019 -0.0147 -0.0021 0.0306 0.0507 -0.0268 -0.0058 -0.0183 -0.0093 -0.0065 0.0038 0.0241 0.0368 0.0463 0.0609
